District_Name,Level,Name,Total/Rural/Urban,No of Households,Total Population Person,Total Worker Population Person,Main Cultivator Population Person,Main Agricultural Labourers Population Person,Main Household Industries Population Person,Main Other Workers Population Person,Marginal Cultivator Population Person,Marginal Agriculture Labourers Population Person,Marginal Household Industries Population Person,Marginal Other Workers Population Person,Non Working Population Person
Pune,VILLAGE,Amboli,Rural,253,1187,677,436,45,11,60,1,1,2,121,510
Pune,VILLAGE,Avandhe,Rural,155,678,346,203,2,6,66,32,3,1,33,332
Pune,VILLAGE,Kohinde Kh.,Rural,55,283,121,76,27,0,17,0,0,0,1,162
Pune,VILLAGE,Akhatuli,Rural,27,133,82,40,13,0,5,1,23,0,0,51
Pune,VILLAGE,Kharawali,Rural,27,110,71,32,19,0,2,1,14,2,1,39
Pune,VILLAGE,Velhavale,Rural,66,369,188,135,4,0,15,4,3,0,27,181
Pune,VILLAGE,Kanhewadi Kh.,Rural,10,48,23,23,0,0,0,0,0,0,0,25
Pune,VILLAGE,Supe,Rural,181,739,283,102,65,2,58,11,39,0,6,456
Pune,VILLAGE,Adgaon,Rural,203,1303,835,614,16,37,83,12,2,23,48,468
Pune,VILLAGE,Waghu,Rural,94,496,281,201,37,0,7,16,17,0,3,215
Pune,VILLAGE,Gadad,Rural,136,711,431,223,107,1,83,6,11,0,0,280
Pune,VILLAGE,Koyali,Rural,173,762,373,192,110,1,67,1,1,0,1,389
Pune,VILLAGE,Tekavadi,Rural,83,394,227,138,74,1,12,0,2,0,0,167
Pune,VILLAGE,Anavale,Rural,63,346,219,162,18,1,22,5,0,0,11,127
Pune,VILLAGE,Deshamukhwadi,Rural,131,626,264,93,102,6,24,5,31,1,2,362
Pune,VILLAGE,Palu,Rural,207,1304,761,503,164,6,83,3,2,0,0,543
Pune,VILLAGE,Hedruj,Rural,229,1282,786,667,24,5,23,45,9,1,12,496
Pune,VILLAGE,Torne Bk,Rural,106,760,341,232,30,15,38,4,7,8,7,419
Pune,VILLAGE,Kasari,Rural,97,576,298,180,70,6,39,3,0,0,0,278
Pune,VILLAGE,Wahagaon,Rural,119,670,281,167,73,8,29,2,0,0,2,389
Pune,VILLAGE,Parale,Rural,64,398,199,87,97,5,8,0,1,0,1,199
Pune,VILLAGE,Ahire,Rural,109,852,429,323,79,5,4,9,3,3,3,423
Pune,VILLAGE,Pait,Rural,856,4555,2269,1364,316,70,373,24,93,2,27,2286
Pune,VILLAGE,Raundhalwadi,Rural,188,1011,588,291,19,12,34,195,26,2,9,423
Pune,VILLAGE,Shive,Rural,289,1370,833,516,130,9,173,2,0,0,3,537
Pune,VILLAGE,Waki Tarf Wada,Rural,61,307,178,143,13,1,21,0,0,0,0,129
Pune,VILLAGE,Karanja Vihire,Rural,339,1871,1005,681,88,1,169,29,12,2,23,866
Pune,VILLAGE,Askhed Kh.,Rural,168,924,574,208,191,17,74,23,20,23,18,350
Pune,VILLAGE,Shelu,Rural,311,1569,871,381,88,19,55,49,203,28,48,698
Pune,VILLAGE,Washere,Rural,395,2172,1325,913,150,8,58,167,18,2,9,847
Pune,VILLAGE,Saburdi,Rural,326,1403,929,427,405,15,41,14,13,1,13,474
Pune,VILLAGE,Vetale,Rural,527,2313,1262,894,148,14,147,17,12,4,26,1051
Pune,VILLAGE,Sayagaon,Rural,349,1629,975,729,213,3,22,6,2,0,0,654
Pune,VILLAGE,Kohinde Bk.,Rural,354,1874,1095,810,170,6,79,10,12,0,8,779
Pune,VILLAGE,Talavade,Rural,113,651,415,321,87,0,7,0,0,0,0,236
Pune,VILLAGE,Gargotwadi,Rural,227,1012,631,546,40,0,32,11,0,0,2,381
Pune,VILLAGE,Kadus,Rural,2351,11360,6491,3592,1249,99,956,285,160,9,141,4869
Pune,VILLAGE,Donde,Rural,753,3583,1963,872,606,17,264,36,119,5,44,1620
Pune,VILLAGE,Chandoli,Rural,778,3363,1483,287,153,45,931,15,14,7,31,1880
Pune,VILLAGE,Vadgaon Tarf Khed,Rural,452,2331,1201,606,197,23,316,8,23,1,27,1130
Pune,VILLAGE,Shiroli,Rural,1159,5255,2673,900,387,24,1259,26,15,2,60,2582
Pune,VILLAGE,Chandus,Rural,305,1534,949,759,30,3,122,16,2,0,17,585
Pune,VILLAGE,Kiwale,Rural,360,1852,1077,646,70,5,219,32,16,3,86,775
Pune,VILLAGE,Koregaon Bk.,Rural,256,1302,695,481,54,13,90,24,4,0,29,607
Pune,VILLAGE,Kurkundi,Rural,442,2216,1025,473,41,20,226,222,22,7,14,1191
Pune,VILLAGE,Askhed Bk.,Rural,185,981,554,353,132,0,59,5,3,0,2,427
Pune,VILLAGE,Koye,Rural,369,1970,1147,456,515,23,127,5,8,1,12,823
Pune,VILLAGE,Dhamane,Rural,188,975,591,465,74,3,41,4,1,0,3,384
Pune,VILLAGE,Gundalwadi,Rural,294,1362,690,412,103,2,107,50,11,3,2,672
Pune,VILLAGE,Bursewadi,Rural,297,1268,741,432,169,9,75,4,43,0,9,527
Pune,VILLAGE,Bibi,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Pune,VILLAGE,Kadadhe,Rural,385,1839,955,341,277,21,93,134,65,2,22,884
Pune,VILLAGE,Kanhewadi Bk.,Rural,318,1530,777,267,326,16,136,6,16,2,8,753
Pune,VILLAGE,Mohakal,Rural,194,886,497,259,119,6,88,7,8,0,10,389
Pune,VILLAGE,Kaman,Rural,423,1959,1141,758,126,16,152,13,46,0,30,818
Pune,VILLAGE,Chas,Rural,538,2363,1215,501,148,105,377,15,13,23,33,1148
Pune,VILLAGE,Mirjewadi,Rural,217,1039,630,479,57,0,53,3,3,0,35,409
Pune,VILLAGE,Papalwadi,Rural,190,828,459,327,27,3,91,6,1,1,3,369
Pune,VILLAGE,Akharwadi,Rural,193,1007,346,202,48,3,61,12,15,1,4,661
Pune,VILLAGE,Bahirwadi,Rural,232,1096,646,234,289,1,38,12,63,5,4,450
Pune,VILLAGE,Butewadi,Rural,225,1145,637,417,123,2,57,25,11,0,2,508
Pune,VILLAGE,Pangari,Rural,112,635,291,129,12,0,85,51,8,0,6,344
Pune,VILLAGE,Padali,Rural,121,585,235,133,27,9,34,10,16,0,6,350
Pune,VILLAGE,Kalechiwadi,Rural,273,1444,846,617,19,29,112,36,1,2,30,598
Pune,VILLAGE,Arudewadi,Rural,199,992,552,299,5,17,102,96,5,0,28,440
Pune,VILLAGE,Satkarsthal,Rural,775,3450,1572,459,111,27,854,37,17,7,60,1878
Pune,VILLAGE,Kohinkarwadi,Rural,123,574,317,149,103,3,40,1,12,1,8,257
Pune,VILLAGE,Pacharnewadi,Rural,177,777,512,226,31,18,127,57,22,9,22,265
Pune,VILLAGE,Sandbhorwadi,Rural,315,1587,625,344,52,5,163,25,4,0,32,962
Pune,VILLAGE,Jaidwadi,Rural,239,1129,552,164,279,15,56,9,22,1,6,577
Pune,VILLAGE,Varchi Bhamburwadi,Rural,346,1915,979,741,47,6,97,54,15,1,18,936
Pune,VILLAGE,Khalchi Bhamburwadi,Rural,300,1445,850,590,85,9,147,7,6,0,6,595
Pune,VILLAGE,Dhorewadi,Rural,156,797,488,335,27,0,109,2,1,0,14,309
Pune,VILLAGE,Takalkarwadi,Rural,304,1478,749,469,49,4,199,10,6,0,12,729
Pune,VILLAGE,Rakshewadi,Rural,1192,5113,2505,689,111,165,1207,22,4,40,267,2608
Pune,VILLAGE,Manjarewadi,Rural,345,1714,995,644,79,9,204,44,3,0,12,719
Pune,VILLAGE,Holewadi,Rural,528,2576,1295,497,172,27,458,20,31,16,74,1281
Pune,VILLAGE,Kharpudi Kh.,Rural,189,1000,436,274,43,1,103,8,3,0,4,564
Pune,VILLAGE,Pimpri Bk.,Rural,611,3057,1845,1338,304,6,153,29,1,0,14,1212
Pune,VILLAGE,Waki BK,Rural,538,2828,1615,900,115,29,319,114,60,8,70,1213
Pune,VILLAGE,Santosh Nagar (N.V.) ,Rural,280,1578,969,688,75,7,108,19,67,0,5,609
Pune,VILLAGE,Kalus,Rural,1235,6538,3866,3000,328,23,318,134,21,11,31,2672
Pune,VILLAGE,Jaulke Bk.,Rural,319,1617,907,532,252,0,42,9,71,0,1,710
Pune,VILLAGE,Wafegaon,Rural,626,3004,1603,635,504,42,255,59,62,5,41,1401
Pune,VILLAGE,Chichbaiwadi,Rural,176,755,476,349,45,1,30,30,12,0,9,279
Pune,VILLAGE,Gulani,Rural,380,2087,1234,943,114,13,132,10,8,0,14,853
Pune,VILLAGE,Jaulke Kh.,Rural,300,1454,796,379,175,6,96,48,87,0,5,658
Pune,VILLAGE,Wakalwadi,Rural,287,1387,855,516,271,10,49,2,6,0,1,532
Pune,VILLAGE,Varude,Rural,488,1937,1144,851,127,6,82,13,47,4,14,793
Pune,VILLAGE,Chaudharwadi,Rural,95,476,279,209,2,3,30,28,4,1,2,197
Pune,VILLAGE,Gadakwadi,Rural,172,836,536,444,24,6,15,36,8,0,3,300
Pune,VILLAGE,Pur,Rural,258,1247,831,718,49,3,50,2,2,0,7,416
Pune,VILLAGE,Kanhersar,Rural,765,3558,1939,1217,267,25,387,21,6,2,14,1619
Pune,VILLAGE,Gosasi,Rural,334,1539,936,280,357,8,194,7,47,2,41,603
Pune,VILLAGE,Retavadi,Rural,814,4170,2496,1701,362,6,381,11,3,3,29,1674
Pune,VILLAGE,Kharpudi Bk.,Rural,574,2843,1493,1006,149,31,268,11,7,1,20,1350
Pune,VILLAGE,Nimgaon,Rural,651,3273,1899,1095,445,33,243,20,21,6,36,1374
Pune,VILLAGE,Davadi,Rural,1115,5618,3284,2262,548,66,328,22,28,3,27,2334
Pune,VILLAGE,Koregaon Kh.,Rural,313,1699,1017,274,289,4,93,8,340,0,9,682
Pune,VILLAGE,Varale,Rural,150,762,467,122,206,63,56,5,3,1,11,295
Pune,VILLAGE,Bhamboli,Rural,181,913,575,391,137,5,20,14,6,0,2,338
Pune,VILLAGE,Wasuli,Rural,160,846,471,318,58,2,92,0,0,0,1,375
Pune,VILLAGE,Shinde,Rural,292,1749,1079,506,190,15,311,14,10,3,30,670
Pune,VILLAGE,Savardari,Rural,227,1228,611,286,78,12,54,113,58,1,9,617
Pune,VILLAGE,Khalumbre,Rural,670,2908,1244,396,145,29,660,2,4,0,8,1664
Pune,VILLAGE,Yelwadi,Rural,677,3044,1275,392,111,18,414,38,79,7,216,1769
Pune,VILLAGE,Sangurdi,Rural,227,1189,449,208,68,10,147,3,6,1,6,740
Pune,VILLAGE,Kanhewadi Tarf Chakan,Rural,203,973,516,217,53,9,170,33,8,1,25,457
Pune,VILLAGE,Nighoje,Rural,1187,5326,2275,833,208,17,991,48,7,5,166,3051
Pune,VILLAGE,Mahalunge,Rural,2640,9687,5635,398,263,48,4421,25,13,22,445,4052
Pune,VILLAGE,Ambethan,Rural,1000,4444,2695,922,139,123,881,122,26,27,455,1749
Pune,VILLAGE,Gonavadi,Rural,99,463,278,166,94,0,15,2,1,0,0,185
Pune,VILLAGE,Pimpri Kh.,Rural,89,452,267,215,14,0,31,4,0,0,3,185
Pune,VILLAGE,Rohakal,Rural,277,1318,746,316,269,10,128,9,9,0,5,572
Pune,VILLAGE,Waki Kh.,Rural,585,2509,1069,139,116,21,688,4,13,1,87,1440
Pune,VILLAGE,Biradvadi,Rural,371,1728,931,453,37,5,417,1,4,0,14,797
Pune,VILLAGE,Kadachiwadi,Rural,641,2946,1239,334,211,26,641,7,3,2,15,1707
Pune,VILLAGE,Rase,Rural,603,3129,1552,658,252,134,361,29,72,18,28,1577
Pune,VILLAGE,Bhose,Rural,868,4263,2086,1192,208,20,606,11,13,2,34,2177
Pune,VILLAGE,Shelgaon,Rural,212,1061,418,248,104,1,62,1,1,0,1,643
Pune,VILLAGE,Pimpalgaon Tarf Khed,Rural,1296,6808,3439,2365,226,51,602,121,29,7,38,3369
Pune,VILLAGE,Chinchoshi,Rural,405,2099,1335,1042,93,21,96,59,6,2,16,764
Pune,VILLAGE,Bahul,Rural,685,3461,2050,1474,191,99,151,41,49,15,30,1411
Pune,VILLAGE,Sabalewadi,Rural,205,976,642,445,39,22,73,22,1,1,39,334
Pune,VILLAGE,Siddhegavhan,Rural,155,851,473,356,34,9,42,9,16,1,6,378
Pune,VILLAGE,Kuruli,Rural,1846,8199,3567,962,354,82,1977,31,15,5,141,4632
Pune,VILLAGE,Moi,Rural,565,2740,1208,305,32,3,631,171,31,7,28,1532
Pune,VILLAGE,Chimbali,Rural,1297,5714,2297,639,174,24,1411,13,1,3,32,3417
Pune,VILLAGE,Kelgaon,Rural,759,3491,1434,228,227,34,711,27,74,17,116,2057
Pune,VILLAGE,Alandi Rural,Rural,904,3763,1606,123,226,13,971,23,162,1,87,2157
Pune,VILLAGE,Vadgaon Ghenand,Rural,535,2918,1594,1019,227,2,257,20,17,0,52,1324
Pune,VILLAGE,Koyali Tarf Chakan,Rural,844,4526,2444,1525,220,70,384,73,38,8,126,2082
Pune,VILLAGE,Markal,Rural,1268,6378,2882,1351,386,126,769,77,37,13,123,3496
Pune,VILLAGE,Golegaon,Rural,350,1751,922,573,142,8,183,2,0,0,14,829
Pune,VILLAGE,Pimpalgaon Tarf Chakan,Rural,213,1002,520,172,187,3,92,9,37,0,20,482
Pune,VILLAGE,Solu,Rural,622,2883,1416,577,139,31,506,19,37,9,98,1467
Pune,VILLAGE,Dhanore,Rural,584,2567,1243,443,172,15,434,30,27,5,117,1324
Pune,VILLAGE,Charholi Kh.,Rural,747,3734,1810,563,442,23,566,21,114,3,78,1924
Pune,CD BLOCK,Mawal,Rural,43032,219784,99726,30680,11116,2320,42374,3825,3126,882,5403,120058
Pune,VILLAGE,Sawale,Rural,223,1002,525,230,182,16,40,3,42,0,12,477
Pune,VILLAGE,Malegaon Bk.,Rural,45,259,163,38,70,3,19,10,20,2,1,96
Pune,VILLAGE,Pimpari,Rural,163,716,483,154,110,0,16,7,182,0,14,233
Pune,VILLAGE,Malegaon Kh.,Rural,129,1017,334,268,12,1,49,0,3,0,1,683
Pune,VILLAGE,Kune Ansute,Rural,156,790,387,203,73,7,62,5,19,7,11,403
Pune,VILLAGE,Inglun,Rural,101,506,341,222,4,1,54,7,5,4,44,165
Pune,VILLAGE,Kivale,Rural,134,788,504,261,109,1,28,9,5,0,91,284
Pune,VILLAGE,Kashal,Rural,181,978,562,311,90,40,68,22,23,1,7,416
Pune,VILLAGE,Bhoyare,Rural,212,1209,634,339,54,6,134,4,81,0,16,575
Pune,VILLAGE,Kalhat,Rural,174,1009,483,228,143,0,68,1,20,0,23,526
Pune,VILLAGE,Nigade,Rural,293,1610,850,243,405,8,148,13,18,1,14,760
Pune,VILLAGE,Ambale,Rural,316,1550,819,227,47,7,416,54,8,1,59,731
Pune,VILLAGE,Umbare Navalakh,Rural,594,3064,1298,472,125,33,517,13,26,1,111,1766
Pune,VILLAGE,Badhalawadi,Rural,198,1202,568,305,105,17,101,12,7,4,17,634
Pune,VILLAGE,Jadhavwadi,Rural,123,632,349,67,109,3,161,0,4,0,5,283
Pune,VILLAGE,Mendhewadi,Rural,151,861,549,135,170,5,53,154,25,4,3,312
Pune,VILLAGE,Jambavade,Rural,136,784,374,126,43,9,106,30,28,7,25,410
Pune,VILLAGE,Sudhavadi,Rural,217,1026,645,234,56,94,235,6,4,3,13,381
Pune,VILLAGE,Sudumbare,Rural,643,3288,1414,343,388,41,570,9,25,2,36,1874
Pune,VILLAGE,Induri,Rural,2236,10448,4154,578,480,156,2595,31,75,34,205,6294
Pune,VILLAGE,Nanoli Tarf Chakan,Rural,199,983,494,226,61,4,186,3,7,4,3,489
Pune,VILLAGE,Mangarul,Rural,162,825,364,103,48,0,201,5,3,0,4,461
Pune,VILLAGE,Shire,Rural,66,346,150,37,23,2,76,4,5,0,3,196
Pune,VILLAGE,Belaj,Rural,183,993,432,90,66,14,246,1,4,2,9,561
Pune,VILLAGE,Rajpuri,Rural,155,837,398,102,144,0,122,5,20,0,5,439
Pune,VILLAGE,Sangavi,Rural,112,625,273,97,30,7,121,1,3,2,12,352
Pune,VILLAGE,Katavi,Rural,94,546,394,100,76,55,132,10,8,1,12,152
Pune,VILLAGE,Jambhul,Rural,368,1794,705,52,13,15,483,27,3,4,108,1089
Pune,VILLAGE,Kanhe,Rural,1050,4707,1824,200,29,71,1339,12,16,24,133,2883
Pune,VILLAGE,Nayagaon,Rural,293,1782,635,113,13,26,287,16,85,36,59,1147
Pune,VILLAGE,Sate,Rural,324,1772,861,294,19,26,305,60,37,17,103,911
Pune,VILLAGE,Brahman Wadi,Rural,304,1549,465,62,1,31,325,31,1,1,13,1084
Pune,VILLAGE,Mohitewadi,Rural,158,778,311,47,8,18,196,6,2,4,30,467
Pune,VILLAGE,Khand,Rural,208,1129,675,164,360,17,49,12,42,8,23,454
Pune,VILLAGE,Kusur,Rural,112,599,301,15,159,5,37,0,80,0,5,298
Pune,VILLAGE,Dahuli,Rural,59,296,184,171,4,2,5,0,1,0,1,112
Pune,VILLAGE,Kambare Andar Mawal,Rural,48,236,121,42,45,0,16,1,9,0,8,115
Pune,VILLAGE,Borivali,Rural,36,237,137,26,69,0,8,0,24,0,10,100
Pune,VILLAGE,Wahangaon,Rural,71,391,261,180,1,16,39,0,1,2,22,130
Pune,VILLAGE,Kusavali,Rural,126,711,278,72,22,0,83,17,40,0,44,433
Pune,VILLAGE,Nagathali,Rural,112,594,345,131,110,17,68,7,5,1,6,249
Pune,VILLAGE,Vadeshwar,Rural,414,2231,1110,553,55,39,192,65,47,74,85,1121
Pune,VILLAGE,Mau,Rural,216,1233,696,504,42,1,135,1,8,0,5,537
Pune,VILLAGE,Kondivade A.m.,Rural,174,951,440,162,22,0,249,0,1,0,6,511
Pune,VILLAGE,Pawalewadi,Rural,65,346,199,140,2,0,56,0,0,0,1,147
Pune,VILLAGE,Phalane,Rural,118,688,307,168,59,1,74,5,0,0,0,381
Pune,VILLAGE,Takave Bk.,Rural,829,4143,1437,290,108,27,888,13,17,3,91,2706
Pune,VILLAGE,Ghonshet,Rural,236,1328,552,114,12,10,151,179,19,7,60,776
Pune,VILLAGE,Kacharewadi,Rural,66,412,158,67,0,0,80,7,0,0,4,254
Pune,VILLAGE,Vaund,Rural,41,225,159,158,0,0,1,0,0,0,0,66
Pune,VILLAGE,Brahmanwadi,Rural,145,834,478,174,94,2,91,76,24,6,11,356
Pune,VILLAGE,Pale Nane Mawal,Rural,95,442,171,74,10,1,74,0,2,0,10,271
Pune,VILLAGE,Ukasan,Rural,193,915,311,72,72,13,128,7,9,1,9,604
Pune,VILLAGE,Shirdhe,Rural,67,394,224,214,0,1,8,0,0,0,1,170
Pune,VILLAGE,Rakaswadi,Rural,2,20,13,9,1,1,2,0,0,0,0,7
Pune,VILLAGE,Thoran,Rural,65,315,161,122,6,0,33,0,0,0,0,154
Pune,VILLAGE,Jambhavali,Rural,53,283,153,100,24,0,25,1,1,0,2,130
Pune,VILLAGE,Somavadi,Rural,37,200,121,97,13,0,11,0,0,0,0,79
Pune,VILLAGE,Valavanti,Rural,45,250,151,68,60,1,20,0,1,0,1,99
Pune,VILLAGE,Govitri,Rural,198,882,456,199,162,0,92,2,0,0,1,426
Pune,VILLAGE,Karanjgaon,Rural,174,900,403,69,2,6,152,35,115,8,16,497
Pune,VILLAGE,Moramarwadi,Rural,106,558,154,76,4,1,66,5,2,0,0,404
Pune,VILLAGE,Kambare N.m.,Rural,265,1314,582,218,25,10,154,95,30,8,42,732
Pune,VILLAGE,Kondivade N.m,Rural,124,785,297,83,4,0,121,28,50,0,11,488
Pune,VILLAGE,Sai,Rural,142,832,376,75,4,11,156,35,19,0,76,456
Pune,VILLAGE,Nanoli N.m.,Rural,73,454,136,40,1,1,84,2,0,0,8,318
Pune,VILLAGE,Paravadi,Rural,64,379,208,94,25,7,66,0,4,1,11,171
Pune,VILLAGE,Nane,Rural,432,2551,980,294,118,49,411,13,30,28,37,1571
Pune,VILLAGE,Kamshet,Rural,163,828,276,46,15,4,197,1,0,0,13,552
Pune,VILLAGE,Kusgaon Kh.,Rural,206,1112,359,67,52,15,194,11,4,6,10,753
Pune,VILLAGE,Chikhalse,Rural,259,1524,724,281,12,12,248,132,13,8,18,800
Pune,VILLAGE,Ahirvade,Rural,204,991,502,43,9,50,162,124,62,3,49,489
Pune,VILLAGE,Udhewadi,Rural,60,287,138,25,1,0,64,10,3,0,35,149
Pune,VILLAGE,Nandgaon,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Pune,VILLAGE,Kune N.m.,Rural,430,1954,938,20,10,6,837,3,7,2,53,1016
Pune,VILLAGE,Pangaloli,Rural,161,777,386,1,0,0,274,1,12,0,98,391
Pune,VILLAGE,Jevare,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Pune,VILLAGE,Budhele,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Pune,VILLAGE,Karandoli,Rural,96,552,211,30,1,1,174,0,1,0,4,341
Pune,VILLAGE,Devghar,Rural,222,1161,493,91,52,11,309,18,1,0,11,668
Pune,VILLAGE,Waksai,Rural,526,2511,1064,106,7,8,833,29,2,2,77,1447
Pune,VILLAGE,Varsoli,Rural,381,1533,647,17,0,34,571,3,0,3,19,886
Pune,VILLAGE,Kurvande,Rural,755,3637,1144,38,52,9,951,1,8,0,85,2493
Pune,VILLAGE,Dongargaon,Rural,516,2331,923,41,11,11,698,26,1,2,133,1408
Pune,VILLAGE,Sadapur,Rural,113,682,378,203,5,16,115,3,30,0,6,304
Pune,VILLAGE,Bhajgaon,Rural,50,234,119,17,10,2,48,25,9,1,7,115
Pune,VILLAGE,Vadavali,Rural,72,345,165,69,39,10,44,1,0,0,2,180
Pune,VILLAGE,Velhavali,Rural,30,148,97,33,2,3,23,16,6,0,14,51
Pune,VILLAGE,Khandashi,Rural,116,614,251,74,67,4,105,0,0,0,1,363
Pune,VILLAGE,Nesave,Rural,74,418,156,61,0,0,89,1,0,0,5,262
Pune,VILLAGE,Sangise,Rural,149,694,271,137,12,9,105,2,2,0,4,423
Pune,VILLAGE,Budhavadi,Rural,94,457,132,86,15,0,14,2,11,0,4,325
Pune,VILLAGE,Valakh,Rural,80,462,283,256,10,2,7,1,5,2,0,179
Pune,VILLAGE,Vadivale,Rural,127,576,272,32,0,9,73,10,0,0,148,304
Pune,VILLAGE,Pathargaon,Rural,97,537,163,57,0,0,106,0,0,0,0,374
Pune,VILLAGE,Mundhavare,Rural,91,517,287,1,3,1,56,76,7,71,72,230
Pune,VILLAGE,Takave Kh.,Rural,302,1663,543,139,5,7,370,7,0,0,15,1120
Pune,VILLAGE,Shilatane,Rural,330,1880,850,170,114,18,287,54,88,6,113,1030
Pune,VILLAGE,Dahivali,Rural,184,950,362,91,1,5,260,0,0,0,5,588
Pune,VILLAGE,Vehergaon,Rural,294,1551,517,98,31,67,307,1,1,5,7,1034
Pune,VILLAGE,Karla,Rural,624,2748,1031,97,3,11,891,3,3,1,22,1717
Pune,VILLAGE,Malawali N.m.,Rural,304,1439,445,16,0,4,407,1,0,1,16,994
Pune,VILLAGE,Patan,Rural,345,1727,663,68,6,4,495,67,3,0,20,1064
Pune,VILLAGE,Boraj,Rural,90,565,222,101,73,2,46,0,0,0,0,343
Pune,VILLAGE,Pimpaloli,Rural,179,1063,369,73,15,5,225,35,4,0,12,694
Pune,VILLAGE,Taje,Rural,167,986,506,273,16,10,162,10,17,4,14,480
Pune,VILLAGE,Bhaje,Rural,341,1835,572,43,10,18,393,18,6,4,80,1263
Pune,VILLAGE,Devale,Rural,257,1358,528,164,42,9,273,6,4,0,30,830
Pune,VILLAGE,Aundholi,Rural,113,606,169,31,2,1,123,1,0,0,11,437
Pune,VILLAGE,Aundhe kh.,Rural,251,1341,528,48,9,5,419,26,10,1,10,813
Pune,VILLAGE,Dudhivare,Rural,75,370,120,13,39,0,46,4,8,1,9,250
Pune,VILLAGE,Dhalewadi,Rural,35,205,95,64,2,0,15,7,1,0,6,110
Pune,VILLAGE,Malewadi,Rural,44,267,78,3,56,0,1,2,13,0,3,189
Pune,VILLAGE,Lohagad,Rural,85,475,145,21,79,2,29,2,12,0,0,330
Pune,VILLAGE,Apati,Rural,76,359,107,1,0,1,26,2,0,1,76,252
Pune,VILLAGE,Gevhande Apati,Rural,43,252,77,17,29,0,29,0,0,2,0,175
Pune,VILLAGE,Atvan,Rural,25,143,41,1,0,0,7,0,0,0,33,102
Pune,VILLAGE,Pale Pawan Mawal,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Pune,VILLAGE,Shindgaon,Rural,35,160,92,19,1,0,56,0,2,0,14,68
Pune,VILLAGE,Ambegaon,Rural,72,365,117,10,13,1,88,2,2,0,1,248
Pune,VILLAGE,Shevati,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Pune,VILLAGE,Kale,Rural,514,2653,989,251,123,65,468,9,22,5,46,1664
Pune,VILLAGE,Mahagaon,Rural,157,872,413,193,26,6,97,27,26,3,35,459
Pune,VILLAGE,Sawantwadi,Rural,141,887,439,215,127,4,42,7,39,0,5,448
Pune,VILLAGE,Prabhachiwadi,Rural,79,447,179,71,19,1,85,1,0,0,2,268
Pune,VILLAGE,Yelase,Rural,230,1248,706,406,112,16,147,10,2,4,9,542
Pune,VILLAGE,Kadadhe,Rural,280,1500,715,319,100,17,178,17,32,12,40,785
Pune,VILLAGE,Bedse,Rural,142,790,215,60,6,1,79,8,11,1,49,575
Pune,VILLAGE,Karunj,Rural,279,1722,822,433,87,15,132,66,27,4,58,900
Pune,VILLAGE,Brahmanwadi,Rural,150,973,601,477,2,2,48,50,4,9,9,372
Pune,VILLAGE,Baur,Rural,217,1207,675,48,27,10,164,103,69,103,151,532
Pune,VILLAGE,Sadavali,Rural,93,590,303,201,20,0,72,8,1,1,0,287
Pune,VILLAGE,Ozarde,Rural,165,981,603,293,89,0,121,74,17,0,9,378
Pune,VILLAGE,Pimpal Khunte,Rural,130,715,361,176,53,1,131,0,0,0,0,354
Pune,VILLAGE,Shivane,Rural,384,2067,1007,545,77,43,304,6,4,2,26,1060
Pune,VILLAGE,Malawali P.m.,Rural,157,862,287,57,2,9,84,54,22,7,52,575
Pune,VILLAGE,Thugaon,Rural,179,982,547,179,118,12,192,11,8,3,24,435
Pune,VILLAGE,Adavi,Rural,79,470,271,197,54,0,16,0,2,0,2,199
Pune,VILLAGE,Bhadawali,Rural,75,427,230,150,24,0,45,4,0,0,7,197
Pune,VILLAGE,Shivali,Rural,239,1484,862,549,86,5,78,117,17,2,8,622
Pune,VILLAGE,Kothurne,Rural,239,1343,601,418,139,1,37,5,0,0,1,742
Pune,VILLAGE,Brahmanoli,Rural,120,618,364,269,50,4,38,0,1,0,2,254
Pune,VILLAGE,Phagane,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Pune,VILLAGE,Pansoli,Rural,6,36,18,1,9,0,8,0,0,0,0,18
Pune,VILLAGE,Kolechafesar,Rural,69,426,223,6,1,1,76,56,64,4,15,203
Pune,VILLAGE,Tung,Rural,151,958,583,129,51,10,265,1,8,6,113,375
Pune,VILLAGE,Majgaon,Rural,3,16,7,0,0,0,2,3,1,0,1,9
Pune,VILLAGE,Keware,Rural,7,47,19,6,0,0,6,4,0,0,3,28
Pune,VILLAGE,Thakursai,Rural,59,335,143,16,106,1,13,0,6,0,1,192
Pune,VILLAGE,Varu,Rural,143,971,564,252,251,3,15,1,22,4,16,407
Pune,VILLAGE,Malavandi Thule,Rural,157,930,581,430,55,3,44,20,19,0,10,349
Pune,VILLAGE,Dhangavhan,Rural,63,393,216,85,100,0,30,1,0,0,0,177
Pune,VILLAGE,Yelghol,Rural,129,877,510,278,66,15,43,45,42,7,14,367
Pune,VILLAGE,Tikona,Rural,177,978,378,132,105,15,118,4,0,1,3,600
Pune,VILLAGE,Gevhande Khadak,Rural,42,279,148,48,20,53,26,0,0,1,0,131
