district_district,cereals_rice,cereals_wheat,cereals_jowar,cereals_bajra,cereals_barley,cereals_maize,cereals_ragi_nachninagali,cereals_other_cereals,cereals_jowar_(kharip),cereals_vari,cereals_all,pulses_gramharbhara,pulses_tur_(red_gram_pigeon_pea),pulses_munggreen_gram,pulses_udid_(black_gram),pulses_masoor,pulses_other_pulses,pulses_all,other_sugarcane,other_all,spices_other_spices,spices_all,fibre_crop_cotton,fibre_crop_jute,fibre_crop_mesta_(ambadi),fibre_crop_all,oil_seeds_javas,oil_seeds_ground_nuts,oil_seeds_sunflower,oil_seeds_soyabean,oil_seeds_sesame,oil_seeds_other_oilseeds,oil_seeds_all,medicinal_&_narcotic_tobacco,medicinal_&_narcotic_medicinal_crops,medicinal_&_narcotic_all,total_production,cereals_all_pct,pulses_all_pct,other_sugarcane_pct,spices_all_pct,fibre_crop_all_pct,oil_seeds_all_pct,medicinal_&_narcotic_all_pct
Latur,45.0,46293.0,1790.0,28.0,0.0,0.0,0.0,0.0,,,48156.0,64233.0,1136.0,169.0,433.0,0.0,0.0,65971.0,1943.0,1943.0,0.0,0.0,89.0,0.0,0.0,89.0,0.0,13.0,45.0,4236.0,8.0,0.0,4302.0,0.0,0.0,0.0,120461.0,39.976423904832274,54.76544275740696,1.612970172919036,0.0,0.07388283344816994,3.571280331393563,0.0
