area_name,occupation_division_1_pct,occupation_division_2_pct,occupation_division_3_pct,occupation_division_4_pct,occupation_division_5_pct,occupation_division_6_pct,occupation_division_7_pct,occupation_division_8_pct,occupation_division_9_pct,district
District - Latur ,11.343816215010595,6.443626630980261,20.095907215345154,5.205754432920709,13.558603769376603,1.4296866287498606,14.999442399910784,15.599420095907215,11.323742611798817,Latur
District - Nagpur ,5.864565197470906,3.0620971929503042,9.18934603989126,4.3037356058523475,11.338159381777086,4.494639420874186,20.24344054491585,15.709093130517122,25.794923485750935,Nagpur
District - Pune ,6.09234545035685,4.8412591607571756,9.338783218792981,6.674208918865286,10.471033417803516,4.369336182966523,16.459140685052425,15.951407215471958,25.802485749933286,Pune
